id,screen_name,name,created_at,statuses_count,followers_count,friends_count,favourites_count,listed_count,verified,default_profile,description,label
2312443350,WBridgewtrMAGOP,WBridgewater MAGOP,Sun Jan 26 20:42:09 +0000 2014,984,1319,1295,950,9,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #8,1
1865011970,MiddletonMAGOP,Middleton MAGOP,Sat Sep 14 21:09:01 +0000 2013,695,1310,1264,189,12,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #6,1
701329338,LowellMAGOP,Lowell MAGOP,Tue Jul 17 16:18:48 +0000 2012,2012,1522,1504,1115,12,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #3,1
2318983652,AquinnahMAGOP,Aquinnah MAGOP,Thu Jan 30 14:20:07 +0000 2014,655,1251,1190,319,10,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #9,1
1551216937,NeedhamMAGOP,Needham MAGOP,Thu Jun 27 18:09:27 +0000 2013,785,1349,1293,265,10,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #4,1
2244754568,BoxfordMAGOP,Boxford MAGOP,Sat Dec 14 00:56:43 +0000 2013,703,1201,1197,371,10,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #6,1
2214071510,HinghamMAGOP,Hingham MAGOP,Mon Nov 25 13:28:38 +0000 2013,620,1332,1279,420,10,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #8,1
2209122018,HatfieldMAGOP,Hatfield MAGOP,Fri Nov 22 15:17:14 +0000 2013,305,996,931,351,11,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #2,1
2163541567,NAndoverMAGOP,North Andover MAGOP,Tue Oct 29 21:06:15 +0000 2013,576,1182,1160,361,8,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #6,1
2340420192,PeruMAGOP,Peru MAGOP,Wed Feb 12 14:24:32 +0000 2014,726,1390,1349,585,10,False,False,"We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do
#1",1
625986322,BedfordMAGOP,Bedford MAGOP,Tue Jul 03 23:31:19 +0000 2012,1772,1513,1470,563,11,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #6,1
2412859567,WTisburyMAGOP,WTisburyMAGOP,Wed Mar 26 16:32:47 +0000 2014,1427,1421,1398,534,13,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #9,1
2267900545,BerkleyMAGOP,Berkley MAGOP,Sun Dec 29 20:56:32 +0000 2013,854,1216,1196,412,9,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #4,1
2207395363,HansonMAGOP,Hanson MAGOP,Thu Nov 21 15:48:30 +0000 2013,727,1176,1147,249,11,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #9,1
1135150676,TewksburyMAGOP,Tewksbury MAGOP,Wed Jan 30 20:38:31 +0000 2013,1131,1127,1095,632,12,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #6,1
2335569980,NorwellMAGOP,Norwell MAGOP,Sun Feb 09 19:34:02 +0000 2014,729,1302,1273,856,10,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #9,1
2166582637,SherbornMAGOP,Sherborn MAGOP,Thu Oct 31 12:50:46 +0000 2013,517,1106,969,183,10,False,False,We #followback Right-Minded Patriots & Liberty Republicans from any State. Part of the MAGOP Project - Learn More On the Web About What We Do #5,1
821979836,MAGOProject,MAGOP,Thu Sep 13 18:30:01 +0000 2012,6475,13257,12986,12823,84,False,False,The Statewide MAGOP Project twitter feed!  #followback Right-Minded Patriots & Liberty Republicans from any State,1
