id,screen_name,name,created_at,statuses_count,followers_count,friends_count,favourites_count,listed_count,verified,default_profile,description,label
3022357312,pattavis,patatavis,Fri Feb 06 22:33:59 +0000 2015,3477,218,285,2305,0,False,True,,1
753659579582541824,PromotingLouisT,#1DMITAMProject ♡ #OneDirectionBestFans,Thu Jul 14 18:37:00 +0000 2016,5614,256,358,7561,0,False,True,"➡ here we promote all of the boys' music 🐼💖

➡ DM me if you want a flyer in your own language to do promo in your country ⭐
‼️NEW PROJECT: #1DMITAMPROJECT ‼️",1
901802279623417856,Anna10mila,Anna 05600885,Sun Aug 27 13:43:12 +0000 2017,5545,287,346,6443,3,False,True,Sii il cambiamento,0
2982392825,AlleHanna,Hanna,Sat Jan 17 11:03:24 +0000 2015,6022,266,354,1202,0,False,True,,1
825436422609969152,ZaffiroBlu3,Zaffiro Blu,Sat Jan 28 20:12:33 +0000 2017,3915,286,564,2511,0,False,True,Se puoi sognarlo puoi farlo 💙,1
971039774726377474,Marghe_Paro,Marghe,Tue Mar 06 15:08:18 +0000 2018,2175,26,48,15244,0,False,True,,0
1012258265772720128,1D97435172,1D,Thu Jun 28 08:55:52 +0000 2018,496,15,24,52,0,False,True,,1
1001873627506233346,50shadesofsfiga,50 sfumature di S-F-I-G-A,Wed May 30 17:11:01 +0000 2018,1469,19,52,37,0,False,True,,0
3414414435,Peugeotcrew,Peugeot CREW,Tue Aug 11 06:15:29 +0000 2015,8554,604,134,8727,32,False,True,Gruppo di pazzi amanti del Leone francese,1
617000584,bastardo42,gerry fuckin' hell 🇨🇦,Sun Jun 24 10:32:14 +0000 2012,35242,286,527,46531,11,False,False,Buonista UN CAZZOll,0
816718293142740992,ShamelessAndGay,Chiara,Wed Jan 04 18:49:49 +0000 2017,9495,229,159,19618,2,False,True,"You like me best when I'm off my rocker
🌈🌈",0
978899289861754880,Ele108294,Elena,Wed Mar 28 07:39:12 +0000 2018,12680,908,685,22759,1,False,True,"Lettrice accanita, malata di serie tv e adepta di Walt Disney. Amante di Tolstoj e ipocondriaca di professione, da grande voglio essere come Frank Underwood.",0
3070640794,Cappellaio87,Cappellaio87,Wed Mar 04 19:19:17 +0000 2015,16895,314,642,13648,1,False,True,,1
1449933242,LBrogialdi,Laura Brogialdi,Wed May 22 21:28:06 +0000 2013,53970,856,2713,1828,213,False,True,ComuniC(re)ativa Insulino(Accattiv)ante Curiosa(da perderci lo Zampino) Mamma(PerPassione) Cuoca(PerCaso) Photo (Dipendente) AmoreReiki&Simpatia,0
850371251277352960,PaolaBarbanera,romevaticantourguide,Fri Apr 07 15:34:40 +0000 2017,4383,543,2247,4001,1,False,False,"Guida Turistica di Roma e provincia Rome Tourist Guide since 1994
#romevaticantourguide #paolarometouristguide #paolaguidaroma
⭐️⭐️⭐️⭐️⭐️",0
757515891403788288,RobyAlpha,NightSun,Mon Jul 25 10:00:37 +0000 2016,15138,349,242,15315,4,False,True,"Perché grazie al profumo della tua pelle, posso vederlo. Posso respirarlo.  #Stilesnellanima",0
2921287407,filippotrav,filippotrav,Sun Dec 14 12:39:44 +0000 2014,4801,148,76,2190,0,False,True,,1
1002691095829057538,Chloe_Lou_Rose,🌙sσgηιsvεgℓι вяεvεттαтι🌙,Fri Jun 01 23:19:21 +0000 2018,5296,6037,5330,4656,1,False,True,24|math student|psychology books|Il Volo.🌻,1
839181003449110530,antodamario1982,antonello,Tue Mar 07 18:28:37 +0000 2017,4111,7,10,4111,0,False,True,,1
2617299705,bbenzoval,"v;,",Tue Jun 17 13:32:48 +0000 2014,8350,642,430,7072,2,False,False,"sì, parlo molto",0
4611389296,0nedangels,One Direction.,Sat Dec 26 13:55:00 +0000 2015,2455,216,214,2266,0,False,True,"“if you are black, if you are white, if you are gay, if you are straight, if you are transgender, whoever you are, I love you all.” -Harry Styles🏳️‍🌈",0
727469564901076992,sonia_ariu,Sonia,Tue May 03 12:07:14 +0000 2016,6181,93,192,6826,25,False,False,,1
550410719,AnnaMinervini1,Anne❤LaVocedellaLuna,Tue Apr 10 20:15:38 +0000 2012,14922,365,270,10538,4,False,False,"Nulla si può annullare di chi , ti entra negli occhi , cammina verso l'anima e ti attraversa il cuore❤️...",1
975703783475949568,4NG3L0NF1R3,Vote 1D,Mon Mar 19 12:01:24 +0000 2018,346,38,98,265,0,False,False,☆ My name is Hélène. I’m a sunny girl in love with Harry Styles.,1
1048754004,lindascanona,linda scanona,Sun Dec 30 20:36:06 +0000 2012,27901,716,0,2715,1,False,True,,1
14871003,gbgallus,Giovanni B. Gallus,Thu May 22 17:38:28 +0000 2008,10221,2404,1321,5789,168,False,True,"Lawyer, #ISO27001 Lead Auditor, #freesoftware advocate, former president of @CircoloGT, @nexacenter Fellow. @UCL Alumnus. #ITLaw, #privacy, #security & #drones.",0
4798069173,righettifrance1,Francesca,Wed Jan 13 22:08:47 +0000 2016,5110,418,831,3459,0,False,False,,1
165051584,_diana87,diana,Sat Jul 10 13:12:45 +0000 2010,116571,2476,1725,3421,52,False,False,Cinema & TV series freelance journalist for @SpoilerTV @OptiMagazine #FoxLife. Former translator #OsservatorioIraq / fan account https://t.co/ABQ86l9lM0,0
3825988815,Luca10adp,Luca #Momblanismo,Wed Sep 30 17:30:05 +0000 2015,14741,313,291,32033,0,False,False,"Chi non osa nulla, non speri in nulla.",0
991332558,GianturcoMira,mira gianturco,Wed Dec 05 16:53:46 +0000 2012,3893,179,261,3,13,False,True,,0
231999899,Diletta123,Diletta Palazzetti,Thu Dec 30 01:24:54 +0000 2010,9628,904,169,2855,1,False,False,"«La mia Musica, io e Voi...»",1
96738439,oloapmarchi,Paolo Marchi,Mon Dec 14 10:46:37 +0000 2009,19248,16914,3750,6459,216,False,False,"Born in Milan, march 1955, journalist, his job is Identità Golose in Milan, Rome, Cortina, London, New York, Chicago, Boston and more.",0
830683244,Beatiste,☆Pia22Steن,Tue Sep 18 09:24:26 +0000 2012,41167,2934,282,31118,31,False,False,"Non ti accontentare mai di ciò che sei, se vuoi arrivare a ciò che ancora non sei... Sant'Agostino",0
